#Solar photospheric element abundances  (Asplund et al., A&A, 653, A141, 2021)
e-	0.0
H	12.
He	10.914
Li	0.96
B	2.7
C	8.46
N	7.83
O	8.69
F	4.4
Ne	8.06
Na	6.22
Mg	7.55
Al	6.43
Si	7.51
P	5.41
S	7.12
Cl	5.31
Ar	6.38
K	5.07
Ca	6.3
Sc	3.14
Ti	4.97
V	3.9
Cr	5.62
Mn	5.42
Fe	7.46
Co	4.94
Ni	6.2
Cu	4.18
Zn	4.56
Ga	3.02
Ge	3.62
As	2.3
Se	3.34
Br	2.54
Kr	3.12
Rb	2.32
Sr	2.83
Y	2.21
Zr	2.59
Sn	2.02
Te	2.18
Xe	2.22
Ba	2.27
Pb	1.95
